station_id,eva,gtfs_name,db_name,method,score
de:08225:8203_Parent,08000042,"Seckach, Bahnhof",Seckach,timetable,1.0
de:08128:12276_Parent,08001111,"Boxberg-Wölchingen, Bahnhof",Boxberg-Wölchingen,timetable,1.0
de:08128:13761_Parent,08001933,"Eubigheim, Bahnhof",Eubigheim,timetable,1.0
de:08225:6109,08005168,"Rosenberg, Bahnhof",Rosenberg (Baden),timetable,1.0
de:08225:8200_Parent,08000295,"Osterburken, Bahnhof",Osterburken,timetable,1.0
de:08128:13927,08003381,"Königshofen, Bahnhof",Königshofen (Baden),timetable,1.0
de:08436:9001_Parent,08004049,Mochenwangen Bahnhof,Mochenwangen,timetable,1.0
de:08436:8317_Parent,08004363,Niederbiegen Bahnhof,Niederbiegen,timetable,1.0
de:08436:8159_Parent,08087067,Weingarten/Berg Bahnhof,Weingarten Berg,timetable,1.0
de:08436:8121_Parent,08006296,"Ravensburg Weißenau, Bahnhof",Weißenau,timetable,1.0
de:08436:8122_Parent,08004605,Oberzell Bahnhof,Oberzell,timetable,1.0
de:08435:32007_Parent,08003220,Kehlen Bahnhof,Kehlen,timetable,1.0
de:08435:4151_Parent,08002120,"Friedrichshafen, Bodensee-Airport",Friedrichshafen Flughafen,timetable,1.0
de:08435:32003,08002030,Friedrichshafen Ost,Friedrichshafen Ost,timetable,1.0
de:09571:13260,08004797,Petersaurach Nord,Petersaurach Nord,timetable,1.0
de:09573:5140,08004926,Raitersaich,Raitersaich,timetable,1.0
de:09573:5160,08005178,Roßtal-Wegbrücke,Roßtal-Wegbrücke,timetable,1.0
de:09573:5550,08000588,Anwanden,Anwanden,timetable,1.0
de:09573:5611,08004504,Oberasbach,Oberasbach,timetable,1.0
de:09573:5610,08005976,Unterasbach,Unterasbach,timetable,1.0
de:08315:6517,08003052,Ihringen Bahnhof,Ihringen,timetable,1.0
de:08315:6534,08006215,Wasenweiler Bahnhof,Wasenweiler,timetable,1.0
de:08315:6513_Parent,08002334,Gottenheim Bahnhof,Gottenheim,timetable,1.0
de:08315:6521_Parent,08003025,Hugstetten Bahnhof,Hugstetten,timetable,1.0
de:08311:6511,08002066,Freiburg Landwasser,Freiburg-Landwasser,timetable,1.0
de:08311:6707,08000453,Freiburg Messe/Universität,Freiburg Messe/Universität,timetable,1.0
de:08311:6509,08002077,Freiburg Klinikum Bahnhof,Freiburg-Klinikum,timetable,1.0
de:08311:6541,08002070,Freiburg Wiehre Bahnhof,Freiburg-Wiehre,timetable,1.0
de:08311:6540,08002068,Freiburg Littenweiler Bahnhof,Freiburg-Littenweiler,timetable,1.0
de:08315:6519_Parent,08003293,Kirchzarten Bahnhof,Kirchzarten,timetable,1.0
de:08315:6548_Parent,08005876,Titisee Bahnhof,Titisee,timetable,1.0
de:08315:6539,08001971,Feldberg-Bärental Bahnhof,Feldberg-Bärental,timetable,1.0
de:08315:6536,08000544,Altglashütten Falkau Bahnhof,Altglashütten-Falkau,timetable,1.0
de:08315:6535,08000436,Aha (Schluchsee) Bahnhof,Aha,timetable,1.0
de:08315:6546,08005371,Schluchsee Bahnhof,Schluchsee,timetable,1.0
de:08315:6547,08005502,Seebrugg Bahnhof,Seebrugg,timetable,1.0
de:08315:6542_Parent,08002848,Hinterzarten Bahnhof,Hinterzarten,timetable,1.0
de:08315:6516_Parent,08002844,Himmelreich Bahnhof,Himmelreich,timetable,1.0
de:08326:6538_Parent,08001480,Döggingen Bahnhof,Döggingen,timetable,1.0
de:08315:6681,08005963,Unadingen Bahnhof,Unadingen,timetable,1.0
de:08315:6659,08000686,Bachheim Bahnhof,Bachheim,timetable,1.0
de:08315:6543_Parent,08003724,Löffingen Bahnhof,Löffingen,timetable,1.0
de:08315:6545,08005136,Rötenbach (Friedenw) Bahnhof,Rötenbach (Baden),timetable,1.0
de:08315:6544_Parent,08004331,Neustadt (Schwarzw) Bahnhof,Neustadt (Schwarzw),timetable,1.0
de:08336:6601,08005420,Schopfheim Bahnhof,Schopfheim,timetable,1.0
de:08336:6603_Parent,08005701,Steinen Bahnhof,Steinen,timetable,1.0
de:08336:6630,08001191,Lörrach-Brombach/Hauingen,Lörrach-Brombach/Hauingen,timetable,1.0
de:08336:6636,08002489,Lörrach Haagen/Messe Bahnhof,Lörrach-Haagen/Messe,timetable,1.0
de:08336:6650,08003743,Lörrach Schwarzwaldstraße,Lörrach Schwarzwaldstraße,timetable,1.0
de:08336:6600_Parent,08003729,Lörrach Hauptbahnhof,Lörrach Hbf,timetable,1.0
de:08336:3603,08003737,Lörrach Museum/Burghof,Lörrach Museum/Burghof,timetable,1.0
de:08336:6635_Parent,08003730,Lörrach-Stetten Bahnhof,Lörrach-Stetten,timetable,1.0
de:08336:3593,08003736,Lörrach Dammstraße,Lörrach Dammstraße,timetable,1.0
de:08336:6684,08006273,Weil am Rhein Ost Bahnhof,Weil am Rhein Ost,timetable,1.0
de:08336:6706,08000146,Weil am Rhein Pfädlistraße,Weil am Rhein Pfädlistraße,timetable,1.0
de:08336:6700,08000143,Weil am Rhein Gartenstadt,Weil am Rhein Gartenstadt,timetable,1.0
de:08336:6599,08006641,Zell i.W. Bahnhof,Zell (Wiesental),timetable,1.0
de:08336:6637,08002666,Hausen-Raitbach Bahnhof,Hausen-Raitbach,timetable,1.0
de:08336:6663,08001954,Fahrnau Bahnhof,Fahrnau,timetable,1.0
de:08336:5426,08005426,Schopfheim Schlattholz,Schopfheim-Schlattholz,timetable,1.0
de:08336:6551,08005425,Schopfheim West,Schopfheim West,timetable,1.0
de:08336:6602,08003920,Maulburg Bahnhof,Maulburg,timetable,1.0
de:08337:6575,08006167,Waldshut Bahnhof,Waldshut,timetable,1.0
de:08335:6695,08077771,Radolfzell Haselbrunn Bahnhof,Radolfzell-Haselbrunn,timetable,1.0
de:08335:6694,08077773,Stahringen Bahnhof,Stahringen,timetable,1.0
de:08111:6080_Parent,08006743,Neckarpark,Stuttgart Neckarpark,timetable,1.0
de:08111:6091_Parent,08005772,Obertürkheim,Stuttgart-Obertürkheim,timetable,1.0
de:08116:1801_Parent,08001921,Mettingen,Esslingen-Mettingen,timetable,1.0
de:08116:1802_Parent,08004528,Oberesslingen,Oberesslingen,timetable,1.0
de:08116:1803_Parent,08006642,Zell,Esslingen-Zell,timetable,1.0
de:08116:1800,08000508,Altbach,Altbach,timetable,1.0
de:08116:4241,08006346,Wernau (N),Wernau (Neckar),timetable,1.0
de:08116:4345,08003282,Ötlingen,Kirchheim (Teck)-Ötlingen,timetable,1.0
de:08116:4211_Parent,08003280,Kirchheim (T),Kirchheim (Teck),timetable,1.0
de:08115:7115_Parent,08003022,Hulb,Hulb,timetable,1.0
de:08115:5773_Parent,08001689,Ehningen,Ehningen (b Böblingen),timetable,1.0
de:08115:5775,08004490,Nufringen,Nufringen,timetable,1.0
de:08111:6001_Parent,08005773,Rohr,Stuttgart-Rohr,timetable,1.0
de:08115:3212_Parent,08005201,Goldberg,Goldberg,timetable,1.0
de:08116:2105_Parent,08004496,Oberaichen,Oberaichen,timetable,1.0
de:08116:175_Parent,08003622,Leinfelden,Leinfelden,timetable,1.0
de:08116:7003_Parent,08001650,Echterdingen,Echterdingen,timetable,1.0
de:08116:2103_Parent,08005768,Flughafen/Messe,Stuttgart Flughafen/Messe,timetable,1.0
de:08116:1905,08001984,Filderstadt,Filderstadt,timetable,1.0
de:08119:6500_Parent,08001974,Fellbach,Fellbach,timetable,1.0
de:08119:7701_Parent,08005157,Rommelshausen,Rommelshausen,timetable,1.0
de:08119:1701,08005726,Stetten-Beinstein,Stetten-Beinstein,timetable,1.0
de:08119:7704_Parent,08001785,Endersbach,Endersbach,timetable,1.0
de:08119:3711,08000934,Beutelsbach,Beutelsbach,timetable,1.0
de:08119:1703_Parent,08002448,Grunbach,Grunbach,timetable,0.989
de:08119:1702,08002240,Geradstetten,Geradstetten,timetable,0.989
de:08119:1705,08006485,Winterbach,Winterbach (b Schorndorf),timetable,1.0
de:08119:1704,08006277,Weiler (R),Weiler (Rems),timetable,1.0
de:08111:34_Parent,08004357,Nürnberger Straße,Stuttgart Nürnberger Straße,timetable,1.0
de:08111:1300_Parent,08005774,Sommerrain,Stuttgart-Sommerrain,timetable,1.0
de:08119:1602_Parent,08004333,Neustadt-Hohenacker,Neustadt-Hohenacker,timetable,1.0
de:08119:1603_Parent,08005454,Schwaikheim,Schwaikheim,timetable,1.0
de:08119:1601,08004233,Nellmersbach,Nellmersbach,timetable,1.0
de:08119:7601,08003913,Maubach,Maubach,timetable,1.0
de:08111:6295_Parent,08005767,Nordbahnhof,Stuttgart Nordbahnhof,timetable,1.0
de:08111:6157_Parent,08005770,Feuerbach,Stuttgart-Feuerbach,timetable,1.0
de:08111:6465_Parent,08005778,Zuffenhausen,Stuttgart-Zuffenhausen,timetable,1.0
de:08118:7403,08001967,Favoritepark,Favoritepark,timetable,1.0
de:08118:1503_Parent,08002065,Freiberg (N),Freiberg (Neckar),timetable,1.0
de:08118:1500_Parent,08000873,Benningen (N),Benningen (Neckar),timetable,1.0
de:08118:7503_Parent,08003853,Marbach (N),Marbach (Neckar),timetable,1.0
de:08118:3514,08001827,Erdmannhausen,Erdmannhausen,timetable,1.0
de:08119:7502,08003266,Kirchberg (M),Kirchberg (Murr),timetable,1.0
de:08119:7500,08001296,Burgstall (M),Burgstall (Murr),timetable,1.0
de:08118:7404_Parent,08005820,Tamm,Tamm (Württ),timetable,1.0
de:08118:7400_Parent,08000630,Asperg,Asperg,timetable,1.0
de:08115:1301,08003831,Malmsheim,Malmsheim,timetable,1.0
de:08115:1302,08005236,Rutesheim,Rutesheim,timetable,1.0
de:08115:7301_Parent,08003652,Leonberg,Leonberg,timetable,1.0
de:08115:1003,08002892,Höfingen,Höfingen,timetable,1.0
de:08118:7000_Parent,08001476,Ditzingen,Ditzingen,timetable,1.0
de:08111:2270_Parent,08006268,Weilimdorf Bf,Stuttgart-Weilimdorf,timetable,1.0
de:08118:7603_Parent,08003409,Korntal,Korntal,timetable,1.0
de:08111:1403,08004338,Neuwirtsh. (Porschep.),Neuwirtshaus (Porscheplatz),timetable,1.0
de:08115:3195_Parent,08005001,Renningen Süd,Renningen Süd,timetable,1.0
de:08115:3196,08003807,Magstadt,Magstadt,timetable,1.0
de:08115:3197_Parent,08003834,Maichingen Nord,Maichingen Nord,timetable,1.0
de:08115:3198_Parent,08003808,Maichingen,Maichingen,timetable,1.0
de:08115:3201_Parent,08005574,Sindelfingen,Sindelfingen,timetable,1.0
de:08221:1457_Parent,08002681,"Heidelberg, Weststadt/Südstadt",HD-Weststadt/Südstadt,timetable,1.0
de:08221:1166_Parent,08002685,"Heidelberg, Altstadt",Heidelberg-Altstadt,timetable,1.0
de:08221:1287_Parent,08005366,"Schlierbach-Ziegelhausen, Bhf",Heidelberg-Schlierbach-Ziegelhausen,timetable,1.0
de:08221:1284_Parent,08002684,"Schlierbach, Orthopädische Kl.",Heidelberg-Orthopädie,timetable,1.0
de:08226:2994,08004217,"Neckargemünd, Altstadt",Neckargemünd Altstadt,timetable,1.0
de:06431:3047_Parent,08004219,"Neckarsteinach, Bahnhof",Neckarsteinach,timetable,1.0
de:06431:3045_Parent,08004218,Neckarhausen b.Neckarsteinach,Neckarhausen bei Neckarsteinach,timetable,1.0
de:06431:1590_Parent,08002857,"Hirschhorn, Bahnhof",Hirschhorn (Neckar),timetable,1.0
de:08226:574_Parent,08003690,"Lindach, Bahnhof",Lindach,timetable,1.0
de:08225:9191,08006686,"Zwingenberg/Bd, Bahnhof",Zwingenberg (Baden),timetable,1.0
de:08225:9129,08004216,"Neckargerach, Bahnhof",Neckargerach,timetable,1.0
de:08225:9128_Parent,08000973,"Binau, Bahnhof",Binau,timetable,1.0
de:08225:9180_Parent,08000264,"Neckarelz, Bahnhof",Mosbach-Neckarelz,timetable,1.0
de:08225:6343_Parent,08004095,"Mosbach, Westbahnhof",Mosbach West,timetable,1.0
de:08225:8209,08004094,"Mosbach, Bahnhof",Mosbach (Baden),timetable,1.0
de:08225:8208,08004215,"Neckarburken, Bahnhof",Neckarburken,timetable,1.0
de:08225:8207,08001366,"Dallau, Bahnhof",Dallau,timetable,1.0
de:08225:8206,08000649,"Auerbach (b. Mosbach), Bahnhof",Auerbach (b Mosbach),timetable,1.0
de:08225:8205,08004577,"Oberschefflenz, Bahnhof",Oberschefflenz,timetable,1.0
de:08225:8204,08001707,"Eicholzheim, Bahnhof",Eicholzheim,timetable,1.0
de:08225:8202,08006661,"Zimmern, Bahnhof",Zimmern bei Seckach,timetable,1.0
de:08225:6777_Parent,08000423,"Adelsheim, Nordbahnhof",Adelsheim Nord,timetable,1.0
de:08222:2334_Parent,08003842,"MA-Friedrichsfeld, Südbahnhof",Mannheim-Friedrichsfeld Süd,timetable,1.0
de:07314:2127_Parent,08003765,"LU-Mundenheim, Bahnhof",Ludwigshafen-Mundenheim,timetable,0.992
de:07314:2189,08003767,"LU Rheingönheim, Bahnhof",Ludwigshafen-Rheingönheim,timetable,1.0
de:07338:1917,08003687,"Limburgerhof, Bahnhof",Limburgerhof,timetable,1.0
de:07335:9115_Parent,08002036,"Frankenstein, Bahnhof",Frankenstein (Pfalz),timetable,1.0
de:07332:3062_Parent,08079146,"Neidenfels, Bahnhof",Neidenfels,timetable,1.0
de:07318:3650,08005626,"Speyer, Nord/West",Speyer Nord-West,timetable,0.989
de:07334:35004,08003125,"Jockgrim, Bahnhof",Jockgrim Bf,timetable,1.0
de:07334:1743,08005072,"Rheinzabern, Alte Römerstraße",Rheinzabern Alte Römerstraße,timetable,1.0
de:07334:35003,08005069,"Rheinzabern, Bahnhof",Rheinzabern Bf,timetable,1.0
de:07334:32451,08005217,"Rülzheim, Bahnhof",Rülzheim Bf,timetable,1.0
de:07334:32660,08000863,"Bellheim, Bahnhof",Bellheim Bf,timetable,0.991
de:07334:35002,08005602,"Sondernheim, Bahnhof",Sondernheim,timetable,1.0
de:07334:1748,08002239,"Germersheim, Mitte/Rhein",Germersheim Mitte/Rhein,timetable,1.0
de:08215:12639,08001212,Bruchsal Sportzentrum,Bruchsal Sportzentrum,timetable,0.985
de:08215:32985,08001214,Bruchsal Am Mantel,Bruchsal am Mantel,timetable,1.0
de:08215:32592,08003181,Karlsdorf (Neuthard),Karlsdorf,timetable,0.985
de:08215:32591,08002345,Graben-Neudorf Nord,Graben-Neudorf Nord,timetable,1.0
de:08215:32590,08003033,Huttenheim (Baden),Huttenheim,timetable,0.983
de:08215:1861_Parent,08005931,Ubstadt-Weiher,Ubstadt-Weiher,timetable,1.0
de:08215:1864_Parent,08005933,Stettfeld-Weiher,Stettfeld-Weiher,timetable,1.0
de:08215:1862_Parent,08003533,Bad Schönborn Süd,Bad Schönborn Süd,timetable,1.0
de:07334:1745,08005214,"Rülzheim, Freizeitzentrum",Rülzheim Freizeitzentrum,timetable,1.0
de:07334:1744,08005071,"Rheinzabern, Rappengasse",Rheinzabern Rappengasse,timetable,0.987
de:07334:1746,08000861,"Bellheim, Am Mühlbuckel",Bellheim Am Mühlbuckel,timetable,1.0
de:07334:1747_Parent,08002241,"Germersheim, Süd/Nolte",Germersheim Süd/Nolte,timetable,1.0
de:07331:2850,08004003,"Mettenheim, Bahnhof",Mettenheim,timetable,1.0
de:07331:15,08000506,"Alsheim, Bahnhof",Alsheim,timetable,1.0
de:07339:34233,08001448,"Dienheim, Bahnhof",Dienheim,timetable,1.0
de:07315:8181,08003819,"Laubenheim, Bahnhof",Mainz-Laubenheim,timetable,1.0
de:08222:2481_Parent,08003844,"Neckarau, Bahnhof",Mannheim-Neckarau,timetable,1.0
de:08212:3102_Parent,08003185,Hagsfeld Bahnhof,Karlsruhe-Hagsfeld,timetable,1.0
de:08215:32239_Parent,08001009,Blankenloch,Blankenloch,timetable,1.0
de:08215:33000,08002116,Friedrichstal (Baden),Friedrichstal (Baden),timetable,1.0
de:08215:32584,08006417,Wiesental (Baden),Wiesental,timetable,1.0
de:08215:32509_Parent,08006137,Waghäusel,Waghäusel,timetable,1.0
de:08226:3101_Parent,08004304,"Neulußheim, Bahnhof",Neulußheim,timetable,1.0
de:08226:1620_Parent,08002883,"Hockenheim, Bahnhof",Hockenheim,timetable,1.0
de:08226:3285_Parent,08004658,"Oftersheim, Bahnhof",Oftersheim,timetable,1.0
de:08226:3505_Parent,08005494,"Schwetzingen, Bahnhof",Schwetzingen,timetable,1.0
de:08226:3716,08005492,"Schwetzingen, Nordstadt",Schwetzingen-Nordstadt,timetable,1.0
de:08226:35055,08005493,Schwetzingen-Hirschacker,Schwetzingen-Hirschacker,timetable,1.0
de:08222:2525_Parent,08003845,"MA-Rheinau, Bahnhof",Mannheim-Rheinau,timetable,1.0
de:06414:6907_Parent,08000250,"Wiesbaden, Hauptbahnhof",Wiesbaden Hbf,timetable,1.0
de:08226:3545_Parent,08002931,"Hoffenheim, Bahnhof",Hoffenheim,timetable,1.0
de:08226:4520,08006679,"Zuzenhausen, Bahnhof",Zuzenhausen,timetable,1.0
de:08226:2800,08003915,"Mauer, Bahnhof",Mauer (b Heidelberg),timetable,1.0
de:08226:204_Parent,08005015,"Reilsheim, Bahnhof",Reilsheim,timetable,1.0
de:08226:200_Parent,08000794,"Bammental, Bahnhof",Bammental,timetable,1.0
de:08226:710,08007443,"Eschelbronn, Bahnhof",Eschelbronn,timetable,1.0
de:08226:3065,08007441,"Neidenstein, Bahnhof",Neidenstein,timetable,1.0
de:08226:3943,08007442,"Waibstadt, Bahnhof",Waibstadt,timetable,1.0
de:08226:2962,08077434,"Neckarbischofsheim, Nordbhf.",Neckarbischofsheim Nord,timetable,1.0
de:08226:1464,08007444,"Helmstadt, Bahnhof",Helmstadt (Baden),timetable,1.0
de:08225:9175,08007445,"Aglasterhausen, Bahnhof",Aglasterhausen,timetable,1.0
de:08222:2356_Parent,08003843,"MA-Käfertal, DB-Bahnhof",Mannheim-Käfertal,timetable,1.0
de:08121:8170,08002700,Heilbronn Trappensee (S-Bahn),Heilbronn Trappensee,timetable,1.0
de:08125:1939,08006290,Weinsberg West,Weinsberg West,timetable,1.0
de:08125:1598,08006294,Weinsberg/Ellhofen Gewerbegebiet,Weinsberg/Ellhofen Gewerbegebiet,timetable,1.0
de:08125:2003,08001747,Ellhofen,Ellhofen,timetable,1.0
de:08125:2004,08005786,Sülzbach,Sülzbach,timetable,1.0
de:08125:2005,08005792,Sülzbach Schule,Sülzbach Schule,timetable,1.0
de:08125:2032,08000431,Affaltrach,Affaltrach,timetable,1.0
de:08125:1023_Parent,08001874,Eschenau (b Heilbronn),Eschenau (b Heilbronn),timetable,1.0
de:08125:1565,08006416,Wieslensdorf,Wieslensdorf,timetable,1.0
de:08126:19600,08005329,Scheppach,Scheppach,timetable,1.0
de:08126:19601_Parent,08001005,Bitzfeld,Bitzfeld,timetable,1.0
de:08126:19603,08004624,Öhringen West,Öhringen West,timetable,1.0
de:08212:802_Parent,08003184,Durlach Bahnhof,Karlsruhe-Durlach,timetable,1.0
de:08216:1819_Parent,08001616,Durmersheim,Durmersheim,timetable,1.0
de:08216:35109_Parent,08070170,Durmersheim Nord,Durmersheim Nord,timetable,1.0
de:08215:1818,08002023,Forchheim (b Karlsruhe),Forchheim (b Karlsruhe),timetable,1.0
de:07334:1741,08006531,"Wörth, Zügelstr.",Wörth Zügelstraße,timetable,1.0
de:09162:5_Parent,08000262,Ostbahnhof,München Ost,timetable,1.0
de:09163:9_Parent,08000320,Rosenheim,Rosenheim,timetable,1.0
de:05913:131_Parent,08000080,Dortmund Hbf,Dortmund Hbf,timetable,1.0
de:08116:4418,08004553,Oberlenningen,Oberlenningen,timetable,1.0
de:08116:5781,08005998,Unterlenningen,Unterlenningen,timetable,1.0
de:08116:5780,08001205,Brucken,Brucken,timetable,1.0
de:08116:5779,08004740,Owen,Owen (Teck),timetable,1.0
de:08116:5778,08001428,Dettingen (T),Dettingen (Teck),timetable,1.0
de:08116:5777,08003283,Kirchheim (T) Süd,Kirchheim (Teck) Süd,timetable,1.0
de:08436:8246_Parent,08000559,Altshausen Bahnhof,Altshausen,timetable,1.0
de:06412:912_Parent,08002041,Frankfurt (Main) Südbahnhof,Frankfurt (Main) Süd,timetable,1.0
de:10043:8000272,08000272,Neunkirchen (Saar) Hbf,Neunkirchen (Saar) Hbf,timetable,1.0
de:07140:060039,08000045,Boppard Hauptbahnhof,Boppard Hbf,timetable,1.0
gen:7140:398::,08005645,St. Goar Bahnhof,St. Goar,timetable,1.0
de:07140:060004,08004601,Oberwesel Bahnhof,Oberwesel,timetable,1.0
de:07339:32623,08000683,"Bacharach, Bahnhof",Bacharach,timetable,1.0
de:08437:41003,08002760,Herbertingen Ort,Herbertingen Ort,timetable,1.0
de:08116:5770_Parent,08004517,Oberboihingen,Oberboihingen,timetable,1.0
de:08425:2559,08079075,Amstetten (Württ) Lokalbahnhof,Amstetten (Württ),timetable,1.0
de:07133:8178,08000021,"Bad Kreuznach, Bahnhof",Bad Kreuznach,name,0.5
de:08415:28030,08012456,Neuhausen Bahnhof,Neuhausen,name,0.5
de:07334:35000_Parent,08006468,"Winden, Bahnhof",Winden (Pfalz),name,0.5
de:10041:8005241,08005241,Saarbrücken Ost,Saarbrücken Ost,name,0.5
de:15002:8010159,08010159,Halle(Saale)Hbf,Halle (Saale) Hbf,name,0.5
de:02000:10950,08098549,Hamburg Hbf,Hamburg Hbf,name,0.5
de:07333:8173,08005111,"Rockenhausen, Bahnhof",Rockenhausen,name,0.5
de:10045:8005044,08005044,Rentrisch,Rentrisch,name,0.5
de:07333:9075,08006483,"Winnweiler, Bahnhof",Winnweiler,name,0.5
de:09780:1783,08004584,Oberstaufen,Oberstaufen,name,0.5
de:06438:2702,08001236,Dreieich-Buchschlag Bahnhof,Dreieich-Buchschlag,name,0.5
de:08111:1504,08004171,Münster,Münster (b Dieburg),name,0.5
de:06412:2799,08002047,Frankfurt (Main) Louisa Bahnhof,Frankfurt-Louisa,name,0.5
de:07231:40283,08002817,"Hetzerath, Bahnhof",Hetzerath,name,0.5
de:08215:1157,08002880,Hochstetten,Hochstetten (Nahe),name,0.5
de:10041:8005332,08005332,Scheidt (Saar),Scheidt (Saar),name,0.5
de:06631:11049,08000115,Fulda Bahnhof,Fulda,name,0.5
ch:23001:20019,08000773,Baden,Baden (Kr Verden),name,0.5
de:09776:1420,08005138,Röthenbach (Allgäu),Röthenbach (Allgäu),name,0.5
de:07312:8126,08006100,Vogelweh,Vogelweh,name,0.5
ch:23017:50091,08012456,Neuhausen,Neuhausen,name,0.5
de:07312:8127,08003232,"Kennelgarten, Bahnhof",Kennelgarten,name,0.5
lu:25000:NVBW_026:91:2,08000034,Betzdorf (Lux.) Bahnhof,Betzdorf (Sieg),name,0.5
de:06436:2001,08002637,Hattersheim (Main) Bahnhof,Hattersheim (Main),name,0.5
de:07211:3114,08004752,Trier-Pallien,Trier-Pallien,name,0.5
de:08127:27531,08013217,Wallhausen Bahnhof,Wallhausen (Helme),name,0.5
de:07337:8053,08000466,"Albersweiler, Bahnhof",Albersweiler (Pfalz),name,0.5
de:08327:1257,08000427,Kirchen Bahnhof,Kirchen,name,0.5
de:09676:1806,08006279,Weilbach (Unterfr),Weilbach (Unterallg),name,0.5
de:14713:8010205,08010205,Leipzig Hbf,Leipzig Hbf,name,0.5
de:07313:15081,08003507,"Landau, Süd",Landau (Pfalz) Süd,name,0.5
de:09776:1515,08002710,Heimenkirch,Heimenkirch,name,0.5
de:10045:8003684,08012231,"Limbach (b Homburg,Saar)",Limbach (Vogtl),name,0.5
de:07313:8051,08002300,"Godramstein, Bahnhof",Godramstein,name,0.5
de:09172:42293,08000108,Freilassing,Freilassing,name,0.5
de:16051:8010101,08010101,Erfurt Hbf,Erfurt Hbf,name,0.5
de:05515:41000,08000263,Münster (Westf)  Hauptbahnhof,Münster (Westf) Hbf,name,0.5
de:08119:5791,08004011,Michelau Bahnhof,Michelau (Oberfr),name,0.5
de:07235:7560,08002018,"Föhren, Bahnhof",Föhren,name,0.5
